ID#,q0,q999,q1000,q1001,q1002,q1003,q1004,q1005,q10000,q701,q702,q703,q704,q705,q706,q706b_2,q706b_3,q7060,q707,q934,q708,q921,q922,q601,q903,q54,q55,q56,q57,q58,q59,q60,q61,q62,q63,q64,q65,q66,q67,q68,q69,q70,q71,q72,q73,q74,q75,q76,q77,q78,q79,q80,q81,q82,q83,q84,q85,q86,q87,q88,q89,q90,q91,q92,q93,q94,q95,q96,q97,q98,q99,q100,q101,q102,q103,q104,q105,q106,q107,q108,q109,q110,q111,q112,q113,q114,q115,q116,q117,q118a,q118b,q120,q121,q122,q123,q124a,q124b,q125a,q125b,q126,q127,q128,q129,q130,q131,q132,q133,wt,wt2,wt3
2005-1103,Morocco,5,,,,,1,,,53,1,1,1,2,1,2,,1,3,2,1,4,1,2.00,1.00,1,1,8,4,5,5,5,4,5,5,5,4,5,,,,4,,,,,,6,,,,,,4,,,,,,1,,,2,2,2,1,3,2,4,3,7,4,4,1,2,5,5,5,1,1,1,5,1,5,1,4,2,1,2,1,4,1,2,1,3,2,,7,41,1,6,2,3,3,1,2,4,1.38,1.09,1.50
2005-1104,Morocco,5,,,,,2,,,33,1,2,1,2,2,,,,1,1,1,4,1,2.00,1.00,2,1,10,10,5,5,5,5,5,5,5,5,5,,,,3,,,,,,4,,,,,,3,,,,,,7,,,3,2,2,1,1,4,3,3,7,4,4,1,2,5,5,5,1,1,1,5,1,5,2,1,2,3,2,1,3,1,7,1,2,2,,101,,20,6,1,1,1,3,6,6,1.38,1.09,1.50
2005-1105,Morocco,5,,,,,2,,,35,1,1,1,2,2,,,,3,1,1,2,2,2.00,1.00,1,1,3,4,3,4,1,3,4,5,5,1,5,,,,4,,,,,,6,,,,,,4,,,,,,3,,,1,2,1,2,2,4,2,3,4,4,4,2,2,5,5,5,2,1,1,5,3,5,2,1,2,2,2,1,4,2,2,1,2,9,4,2,27,19,12,2,5,3,2,4,2,1.38,1.09,1.50
2005-1106,Morocco,5,,,,,2,,,18,1,2,2,2,2,,,,3,2,1,2,2,1.00,1.00,2,1,10,4,5,5,5,4,5,5,5,5,5,,,,4,,,,,,10,,,,,,5,,,,,,1,,,1,3,3,3,4,4,3,3,3,4,4,1,2,5,5,5,1,1,1,5,1,5,2,1,2,2,2,2,3,3,3,1,3,3,,5,,14,7,1,1,1,2,2,1,1.50,1.09,1.62
2005-1107,Morocco,5,,,,,2,,,44,1,2,2,2,2,,,,1,2,1,1,2,2.00,1.00,1,1,4,10,4,5,5,1,5,5,5,5,5,,,,10,,,,,,,,,,,,7,,,,,,,,,1,2,3,2,2,4,3,3,8,8,4,1,2,5,5,5,1,1,1,5,3,5,1,2,4,4,2,2,3,1,5,3,3,3,,5,,7,1,1,1,1,6,2,3,1.38,1.09,1.50
2005-1108,Morocco,5,,,,,2,,,29,1,2,1,2,2,,,,3,2,1,2,2,1.00,1.00,1,1,10,10,5,5,5,5,5,5,5,5,5,,,,10,,,,,,,,,,,,7,,,,,,,,,1,4,4,1,2,4,3,3,8,2,4,1,2,6,5,1,1,1,1,5,1,5,2,1,4,4,4,3,4,1,6,1,1,3,,23,20,7,1,2,1,3,6,2,3,1.50,1.09,1.62
2005-1109,Morocco,5,,,,,2,,,25,2,1,1,2,2,,,,4,1,1,5,2,1.00,2.00,1,1,4,9,4,5,5,1,2,5,5,2,2,,,,4,,,,,,1,,,,,,1,,,,,,3,,,1,2,1,2,2,3,3,2,6,4,6,2,2,3,5,1,1,1,1,5,3,5,2,1,2,2,2,2,,2,6,2,2,3,7,14,13,12,11,2,2,3,1,2,3,0.61,1.09,0.67
2005-1110,Morocco,5,,,,,2,,,52,1,2,1,2,2,,,,3,2,1,1,2,2.00,1.00,2,2,,,,,,,,,,,,,,,5,,,,,,6,,,,,,7,,,,,,,,,1,2,1,2,2,4,2,3,4,4,6,1,2,5,5,5,2,3,1,5,2,5,2,1,2,2,2,1,4,2,3,1,2,7,3,12,3,20,15,2,1,1,2,4,1,1.38,1.09,1.50
2005-1111,Morocco,5,,,,,2,,,19,1,2,1,2,2,,,,3,1,1,4,1,1.00,1.00,1,1,4,5,3,5,5,1,1,5,3,2,3,,,,8,,,,,,7,,,,,,1,,,,,,5,,,1,2,1,2,3,2,2,3,4,4,4,1,1,4,5,5,1,1,1,5,1,5,2,1,2,2,2,1,4,2,5,1,2,5,3,11,25,1,7,2,3,3,2,2,1,1.50,1.09,1.62
2005-1112,Morocco,5,,,,,4,,,18,1,2,2,2,1,,,1,3,2,1,1,1,1.00,1.00,2,1,10,10,5,5,5,4,5,5,5,5,5,,,,4,,,,,,10,,,,,,3,,,,,,1,,,2,3,3,1,1,4,3,3,4,4,4,1,2,5,5,5,1,1,1,5,1,5,2,1,2,2,2,3,4,3,6,1,2,5,3,33,35,39,10,1,1,1,5,2,6,1.50,1.09,1.62
2005-1113,Morocco,5,,,,,4,,,62,1,2,1,2,1,,,1,1,2,1,1,1,2.00,1.00,2,2,,,,,,,,,,,,,,,3,,,,,,6,,,,,,7,,,,,,,,,1,2,1,2,2,4,3,3,4,4,4,1,2,5,5,5,2,1,1,5,1,5,2,2,2,2,2,1,2,3,6,1,1,3,5,11,12,42,1,2,3,3,2,2,1,1.38,1.09,1.50
2005-1114,Morocco,5,,,,,4,,,29,1,2,1,2,1,,,1,6,1,1,4,1,1.00,2.00,1,1,8,9,4,5,4,3,5,4,5,1,2,,,,10,,,,,,,,,,,,7,,,,,,,,,3,2,2,4,3,2,2,3,5,5,4,1,2,4,4,4,2,1,1,4,1,4,2,1,3,3,2,1,2,3,5,1,3,3,,25,2,11,7,2,1,1,5,2,6,0.61,1.09,0.67
2005-1115,Morocco,5,,,,,4,,,40,1,2,2,2,2,,,,2,2,1,4,2,2.00,1.00,1,1,4,10,5,5,5,3,5,5,5,5,5,,,,4,,,,,,10,,,,,,3,,,,,,5,,,2,2,3,1,4,4,3,3,4,4,4,1,2,5,6,5,1,1,1,5,6,5,2,1,2,1,2,1,3,1,6,3,3,3,,11,,17,1,2,3,3,1,2,3,1.38,1.09,1.50
2005-1116,Morocco,5,,,,,4,,,41,1,2,1,2,2,,,,4,1,1,4,2,2.00,2.00,1,1,9,4,4,5,2,1,4,4,2,1,1,,,,4,,,,,,8,,,,,,5,,,,,,1,,,1,2,2,2,2,4,3,3,4,4,4,1,2,4,5,5,1,1,1,5,5,5,2,1,2,3,3,2,,2,3,1,2,6,3,6,,42,1,1,3,3,1,3,3,0.57,1.09,0.61
2005-1117,Morocco,5,,,,,2,,,60,1,2,2,2,2,,,,1,2,1,1,1,2.00,1.00,1,1,4,11,6,6,6,4,6,6,6,6,6,,,,6,,,,,,10,,,,,,7,,,,,,,,,1,2,2,1,2,4,3,3,8,8,4,1,2,3,3,4,1,1,1,4,3,5,2,1,3,3,2,2,3,3,5,3,3,3,5,101,,101,7,2,1,1,3,2,6,1.38,1.09,1.50
2005-1118,Morocco,5,,,,,2,,,40,1,2,2,2,2,,,,1,2,1,2,1,2.00,1.00,1,1,4,8,5,5,4,1,5,5,4,3,5,,,,6,,,,,,4,,,,,,4,,,,,,3,,,5,2,3,3,2,4,3,3,8,4,4,1,2,3,5,3,1,1,1,5,3,5,2,1,3,3,2,2,3,3,7,3,3,3,,5,,7,1,1,1,6,,2,1,1.38,1.09,1.50
2005-1119,Morocco,5,,,,,2,,,33,2,2,2,2,2,,,,1,2,1,2,1,2.00,1.00,2,2,,,,,,,,,,,,,,,4,,,,,,3,,,,,,1,,,,,,5,,,1,2,2,1,3,4,3,3,3,4,4,1,2,5,5,1,1,1,1,5,5,5,2,3,2,1,2,1,3,1,3,1,3,3,22,12,29,7,1,3,1,1,3,2,1,1.38,1.09,1.50
2005-1120,Morocco,5,,,,,2,,,23,1,2,1,2,2,,,,2,1,1,3,1,1.00,1.00,1,1,4,8,4,5,4,1,5,5,4,1,5,,,,6,,,,,,7,,,,,,1,,,,,,5,,,2,1,2,1,3,2,3,3,4,4,4,1,2,5,5,3,1,1,1,5,5,5,2,1,2,3,2,3,4,2,3,1,2,3,20,41,12,5,1,3,1,1,3,4,3,1.50,1.09,1.62
2005-1121,Morocco,5,,,,,2,,,101,1,2,2,2,2,,,,1,2,1,2,1,2.00,1.00,2,2,,,,,,,,,,,,,,,10,,,,,,,,,,,,1,,,,,,6,,,2,2,1,1,2,3,3,3,4,6,4,1,2,1,4,5,2,4,1,5,4,5,1,2,1,1,2,2,3,1,2,1,2,3,,41,27,7,9,1,3,3,1,2,5,1.38,1.09,1.50
2005-1122,Morocco,5,,,,,2,,,41,1,2,2,2,2,,,,1,2,1,2,1,2.00,1.00,2,2,,,,,,,,,,,,,,,6,,,,,,10,,,,,,4,,,,,,7,,,4,4,3,3,4,5,3,3,4,4,4,1,2,2,5,5,1,1,1,1,3,5,2,1,2,1,2,1,3,1,2,1,3,3,5,101,,1,1,3,1,3,1,2,6,1.38,1.09,1.50
2005-1123,Morocco,5,,,,,2,,,38,1,1,1,2,1,,,1,4,1,1,5,1,2.00,2.00,1,1,2,7,1,1,2,3,3,1,2,3,5,,,,4,,,,,,5,,,,,,5,,,,,,1,,,2,3,2,2,3,2,2,3,4,6,4,1,2,2,5,6,6,6,2,5,1,5,2,1,2,3,2,1,2,2,5,1,2,3,5,31,3,1,7,2,1,1,3,3,2,0.57,1.09,0.61
2005-1124,Morocco,5,,,,,2,,,18,1,1,1,2,2,,,,2,1,1,2,2,1.00,1.00,2,1,4,10,5,5,5,3,5,5,5,5,5,,,,7,,,,,,8,,,,,,5,,,,,,1,,,1,2,2,2,3,3,3,3,4,4,4,1,2,5,5,1,1,1,1,5,1,5,2,1,2,2,2,3,4,2,3,1,2,3,10,41,11,7,1,1,1,3,1,2,1,1.50,1.09,1.62
2005-1125,Morocco,5,,,,,2,,,37,2,2,1,2,1,,,1,4,1,1,3,2,2.00,2.00,1,1,7,3,2,5,1,1,4,4,1,2,3,,,,4,,,,,,2,,,,,,5,,,,,,4,,,1,1,2,3,4,3,2,3,6,4,4,1,2,5,5,5,5,4,6,5,5,5,3,3,3,4,2,1,3,3,5,1,1,3,6,10,6,101,101,1,2,3,2,3,6,0.57,1.09,0.61
2005-1126,Morocco,5,,,,,3,,,34,1,2,2,2,2,,,,1,2,1,1,1,2.00,1.00,2,2,,,,,,,,,,,,,,,4,,,,,,8,,,,,,3,,,,,,1,,,1,2,1,2,2,4,3,3,8,4,4,1,2,1,5,5,6,1,1,5,6,5,2,1,4,2,2,2,4,2,6,1,2,3,,7,,5,6,3,1,1,3,2,6,1.38,1.09,1.50
2005-1127,Morocco,5,,,,,3,,,27,1,2,1,2,2,,,,1,2,1,1,2,1.00,1.00,1,1,4,8,3,3,3,2,3,3,3,2,2,,,,4,,,,,,7,,,,,,5,,,,,,3,,,1,1,2,1,4,4,3,3,4,4,4,1,2,6,5,5,1,1,1,5,1,4,1,1,2,3,2,2,3,3,5,2,3,5,3,7,,21,1,1,1,1,3,6,5,1.50,1.09,1.62
2005-1128,Morocco,5,,,,,3,,,57,1,2,1,2,2,,,,2,2,1,2,2,2.00,1.00,1,1,1,2,1,1,2,3,3,2,2,3,3,,,,4,,,,,,8,,,,,,3,,,,,,4,,,2,2,3,3,2,3,3,3,4,4,4,1,2,3,2,3,4,3,2,3,4,4,2,1,3,3,2,3,4,2,3,3,3,22,3,25,12,6,1,3,1,2,5,2,6,1.38,1.09,1.50
2005-1129,Morocco,5,,,,,2,,,18,1,1,1,2,1,,,1,6,1,1,5,2,1.00,2.00,1,1,10,4,4,5,5,2,4,5,4,2,2,,,,4,,,,,,8,,,,,,7,,,,,,,,,1,2,2,1,2,1,2,3,5,5,5,1,2,2,5,5,1,1,1,5,5,5,2,1,2,3,2,2,4,1,6,1,1,5,1,30,25,20,22,1,1,3,5,3,6,0.61,1.09,0.67
2005-1130,Morocco,5,,,,,2,,,36,1,2,1,2,2,,,,2,2,1,1,2,2.00,1.00,1,1,10,4,4,5,5,1,5,5,5,6,1,,,,8,,,,,,6,,,,,,5,,,,,,6,,,1,2,3,2,2,4,3,3,8,8,4,1,2,1,5,5,1,3,3,5,1,5,2,1,2,2,2,1,2,2,5,1,2,1,,21,22,16,1,2,3,1,3,2,3,1.38,1.09,1.50
2005-1131,Morocco,5,,,,,2,,,40,1,2,2,2,2,,,,2,2,1,4,2,2.00,1.00,1,1,10,10,5,5,5,5,5,5,5,5,5,,,,10,,,,,,,,,,,,5,,,,,,1,,,2,3,3,3,3,4,3,3,6,4,4,1,2,5,6,1,1,1,1,5,5,5,2,1,2,2,2,6,,1,6,3,3,5,1,101,,17,1,2,1,3,1,2,1,1.38,1.09,1.50
2005-1132,Morocco,5,,,,,2,,,37,1,2,1,2,2,,,,3,1,1,2,2,2.00,1.00,1,1,4,1,1,2,3,1,2,1,1,5,6,,,,10,,,,,,,,,,,,5,,,,,,3,,,1,2,2,2,4,4,3,3,6,5,4,1,2,3,6,5,6,6,1,5,1,5,2,1,3,3,2,2,3,2,3,1,1,1,5,3,31,51,7,1,1,3,2,3,1,1.38,1.09,1.50
2005-1133,Morocco,5,,,,,2,,,19,1,1,1,1,2,,,,4,1,1,3,2,1.00,2.00,1,1,2,7,2,1,3,3,4,5,1,5,5,,,,2,,,,,,4,,,,,,3,,,,,,5,,,2,3,2,3,4,4,2,3,6,4,5,2,2,5,5,5,1,1,1,5,2,5,2,1,3,2,2,1,2,3,2,3,1,5,1,32,3,25,7,1,1,3,1,3,3,0.61,1.09,0.67
2005-1134,Morocco,5,,,,,4,,,20,1,2,1,2,1,,,1,4,1,1,2,2,1.00,2.00,1,1,4,8,5,5,3,1,4,4,3,1,1,,,,4,,,,,,9,,,,,,3,,,,,,1,,,1,2,2,2,2,3,3,3,5,5,5,1,1,1,5,5,1,1,1,5,4,5,2,2,3,2,3,2,4,2,6,3,3,1,,101,,101,101,1,1,3,2,2,2,0.61,1.09,0.67
2005-1135,Morocco,5,,,,,4,,,32,1,1,1,2,2,,,,4,1,1,2,2,2.00,2.00,2,2,,,,,,,,,,,,,,,1,,,,,,4,,,,,,7,,,,,,,,,1,3,2,1,2,2,3,3,4,4,4,1,2,4,5,4,1,1,1,5,4,5,2,2,2,2,2,6,,3,7,1,1,1,,101,,7,1,2,1,3,2,2,5,0.57,1.09,0.61
2005-1136,Morocco,5,,,,,4,,,35,1,2,1,2,1,,,1,4,1,1,2,2,2.00,2.00,1,1,8,4,4,4,4,1,2,4,2,1,1,,,,1,,,,,,4,,,,,,4,,,,,,3,,,1,3,3,3,2,2,3,3,4,4,4,1,2,4,5,5,1,1,1,5,4,5,2,1,2,2,2,1,,2,6,1,1,1,,101,,101,7,2,3,3,2,2,5,0.57,1.09,0.61
2005-1137,Morocco,5,,,,,4,,,21,1,1,1,2,1,,,1,3,1,1,3,1,1.00,1.00,1,1,8,4,4,5,4,1,3,3,3,1,1,,,,4,,,,,,1,,,,,,7,,,,,,,,,1,2,2,1,2,2,2,2,5,5,5,1,2,3,5,5,1,1,1,4,4,4,3,3,3,3,2,2,,2,5,3,3,1,5,5,,7,9,2,1,3,1,2,3,1.50,1.09,1.62
2005-1138,Morocco,5,,,,,4,,,42,2,1,1,2,2,,,,4,1,1,3,1,2.00,2.00,1,1,4,9,4,5,5,1,4,4,2,1,1,,,,10,,,,,,,,,,,,7,,,,,,,,,1,2,2,1,2,2,3,3,4,4,4,1,2,1,5,5,1,1,1,4,4,4,2,2,3,3,2,4,,2,6,1,1,1,23,40,33,14,29,1,3,2,3,2,2,0.57,1.09,0.61
2005-1139,Morocco,5,,,,,4,,,19,1,1,1,2,2,,,,4,1,1,4,2,1.00,2.00,1,1,4,9,5,5,3,1,4,4,2,1,1,,,,4,,,,,,1,,,,,,6,,,,,,7,,,3,2,2,2,2,4,3,3,3,4,4,1,2,5,5,5,6,1,1,5,5,5,2,1,2,3,2,2,,3,5,3,3,1,5,40,37,14,33,2,2,3,2,3,6,0.61,1.09,0.67
2005-1140,Morocco,5,,,,,1,,,38,1,2,2,2,2,,,,1,2,1,1,1,2.00,1.00,1,1,10,11,5,5,5,5,1,5,5,5,5,,,,10,,,,,,,,,,,,5,,,,,,4,,,1,4,4,4,4,2,4,4,8,4,4,1,3,6,6,6,6,6,6,6,6,6,4,4,4,4,2,9,,1,7,3,3,1,,101,,101,101,2,1,1,3,6,6,1.38,1.09,1.50
2005-1141,Morocco,5,,,,,1,,,24,1,2,2,2,2,,,,2,1,1,2,2,1.00,1.00,1,1,5,4,2,3,3,2,1,4,5,5,5,,,,6,,,,,,1,,,,,,1,,,,,,5,,,4,3,3,3,4,2,2,4,1,4,4,1,3,1,5,5,1,6,6,5,6,5,2,1,4,4,2,1,,3,6,3,3,5,1,21,10,7,7,1,1,1,2,2,6,1.50,1.09,1.62
2005-1142,Morocco,5,,,,,1,,,30,1,1,1,2,2,,,,3,2,1,1,2,2.00,1.00,1,1,8,4,5,5,5,1,3,2,4,1,5,,,,5,,,,,,8,,,,,,5,,,,,,1,,,1,2,1,1,2,4,3,3,8,4,6,2,2,5,5,5,1,2,1,4,2,5,2,1,2,2,2,2,4,2,3,1,2,1,,101,,101,101,1,1,3,2,2,2,1.38,1.09,1.50
2005-1143,Morocco,5,,,,,1,,,23,1,1,1,2,1,,,1,4,1,1,3,2,1.00,2.00,1,1,4,5,4,5,5,2,2,4,4,3,4,,,,4,,,,,,8,,,,,,5,,,,,,1,,,2,3,3,1,4,4,3,3,3,3,3,1,2,5,5,5,1,1,1,5,2,4,2,1,2,2,2,1,2,1,5,1,3,1,5,11,30,11,1,1,1,1,2,2,6,0.61,1.09,0.67
2005-1144,Morocco,5,,,,,1,,,44,1,1,1,2,2,,,,4,1,1,3,2,2.00,2.00,1,1,9,10,5,5,5,4,5,5,5,4,1,,,,4,,,,,,10,,,,,,5,,,,,,1,,,1,2,2,1,2,1,2,3,6,6,6,2,2,4,5,5,2,2,2,5,4,5,2,2,2,2,2,1,3,2,5,3,3,1,,10,27,19,7,1,4,2,3,5,6,0.57,1.09,0.61
2005-1145,Morocco,5,,,,,2,,,27,1,1,1,2,2,,,,4,1,1,2,1,1.00,2.00,1,1,10,4,5,5,5,2,5,4,5,4,5,,,,3,,,,,,2,,,,,,7,,,,,,,,,2,2,3,1,3,4,3,3,4,4,4,1,2,4,5,5,1,1,1,5,3,5,2,4,2,2,2,1,3,3,6,1,3,5,1,22,2,2,1,1,1,1,3,2,3,0.61,1.09,0.67
2005-1146,Morocco,5,,,,,2,,,23,1,2,1,2,2,,,,3,1,1,5,1,1.00,1.00,1,1,2,4,1,3,3,1,3,4,3,2,3,,,,1,,,,,,8,,,,,,1,,,,,,3,,,1,2,3,1,3,2,2,3,3,4,4,1,1,4,5,5,1,1,1,5,1,5,2,1,2,2,2,1,4,3,6,1,2,1,,5,,1,7,1,1,3,2,4,2,1.50,1.09,1.62
2005-1147,Morocco,5,,,,,2,,,21,1,2,1,2,2,,,,3,1,1,2,1,1.00,1.00,1,1,4,2,1,4,4,1,4,5,3,2,4,,,,1,,,,,,8,,,,,,1,,,,,,3,,,1,2,3,2,2,2,2,3,5,5,5,1,2,3,5,5,1,1,1,5,1,5,2,1,2,2,2,1,3,3,5,1,2,5,1,10,3,3,1,1,1,3,1,4,1,1.50,1.09,1.62
2005-1148,Morocco,5,,,,,2,,,30,1,1,1,2,2,,,,3,1,1,2,1,2.00,1.00,1,1,4,1,2,4,4,2,4,4,4,4,4,,,,2,,,,,,8,,,,,,1,,,,,,5,,,1,3,2,1,2,1,2,3,3,6,5,1,2,1,5,5,3,3,2,5,3,5,2,1,3,2,2,2,4,1,5,1,2,5,1,10,12,17,7,2,1,3,2,4,2,1.38,1.09,1.50
2005-1149,Morocco,5,,,,,2,,,49,1,2,2,2,2,,,,1,2,1,2,1,2.00,1.00,1,1,4,8,3,5,1,1,4,5,4,1,6,,,,4,,,,,,6,,,,,,6,,,,,,3,,,1,2,3,1,2,4,3,3,8,5,4,1,2,3,5,4,1,1,1,5,3,4,2,2,3,3,2,1,3,1,6,3,3,1,5,3,,101,1,1,1,1,3,2,3,1.38,1.09,1.50
2005-1150,Morocco,5,,,,,2,,,34,1,2,1,1,2,,,,3,1,1,2,1,2.00,1.00,1,1,8,4,5,5,5,1,5,5,5,1,5,,,,4,,,,,,6,,,,,,5,,,,,,1,,,1,2,1,1,3,4,3,3,4,4,4,2,2,5,5,5,1,1,1,5,5,5,2,1,2,2,2,3,4,2,6,1,1,5,1,3,10,20,9,2,1,3,6,4,4,1.38,1.09,1.50
2005-1151,Morocco,5,,,,,2,,,56,1,2,2,2,2,,,,1,2,1,2,2,2.00,1.00,1,1,3,4,4,5,2,1,4,4,4,2,2,,,,10,,,,,,,,,,,,7,,,,,,,,,1,3,1,2,3,4,3,2,8,8,4,1,2,1,5,5,1,1,1,5,5,5,2,1,2,3,2,1,2,3,6,3,3,5,1,101,,101,101,3,3,3,1,4,5,1.38,1.09,1.50
2005-1152,Morocco,5,,,,,2,,,33,1,1,1,2,2,,,,4,1,1,2,2,2.00,2.00,1,1,10,10,5,5,5,2,5,5,5,2,1,,,,8,,,,,,6,,,,,,1,,,,,,6,,,1,2,2,2,2,2,3,2,4,4,4,2,2,3,5,1,1,2,2,4,1,5,2,4,4,3,3,2,5,1,1,3,3,8,1,27,,25,40,2,3,3,1,3,1,0.57,1.09,0.61
2005-1153,Morocco,5,,,,,2,,,45,1,2,1,2,2,,,,3,1,1,3,2,2.00,1.00,1,1,4,10,3,5,4,1,4,5,2,1,1,,,,4,,,,,,7,,,,,,7,,,,,,,,,1,3,1,2,2,4,3,3,8,4,4,1,2,1,5,5,1,1,1,5,5,5,3,3,3,3,2,2,4,2,6,3,3,1,,101,,101,7,2,1,3,2,2,5,1.38,1.09,1.50
2005-1154,Morocco,5,,,,,2,,,29,1,2,2,2,2,,,,1,2,1,1,2,1.00,1.00,1,1,3,7,2,2,1,1,3,3,1,2,4,,,,4,,,,,,8,,,,,,5,,,,,,4,,,5,3,3,3,3,4,3,4,3,4,1,1,2,3,5,6,6,6,6,5,6,5,2,3,3,3,3,1,3,3,3,3,2,5,1,27,7,101,21,1,2,3,6,3,5,1.50,1.09,1.62
2005-1155,Morocco,5,,,,,3,,,32,1,1,1,2,2,,,,6,1,1,3,1,2.00,2.00,1,1,10,4,3,3,4,1,4,5,5,2,4,,,,6,,,,,,10,,,,,,5,,,,,,4,,,1,2,2,2,2,4,3,3,8,5,8,1,2,5,5,6,1,1,1,5,5,5,2,1,2,2,2,1,3,2,6,1,1,5,1,23,25,5,7,1,1,1,6,6,1,0.57,1.09,0.61
2005-1156,Morocco,5,,,,,3,,,32,1,1,1,2,2,,,,4,1,1,3,1,2.00,2.00,1,1,4,8,2,3,4,1,3,2,4,1,3,,,,3,,,,,,4,,,,,,7,,,,,,,,,2,3,3,3,3,1,2,3,4,4,4,1,2,5,5,5,3,2,1,2,3,4,2,1,3,3,2,3,4,2,3,2,1,1,8,6,25,28,9,2,1,1,2,2,6,0.57,1.09,0.61
2005-1157,Morocco,5,,,,,3,,,27,1,2,1,2,1,,,1,4,1,1,4,1,1.00,2.00,1,1,3,4,4,5,1,1,3,3,4,5,6,,,,4,,,,,,5,,,,,,5,,,,,,3,,,1,3,2,3,3,4,3,3,6,4,4,2,2,5,5,4,4,2,2,5,2,5,2,3,2,2,2,1,3,1,5,3,3,1,5,3,27,25,7,2,2,3,2,2,2,0.61,1.09,0.67
2005-1158,Morocco,5,,,,,2,,,18,1,2,2,2,2,,,,1,2,1,1,2,1.00,1.00,1,1,7,5,2,4,2,4,1,4,1,5,5,,,,8,,,,,,7,,,,,,1,,,,,,5,,,4,3,3,3,1,1,2,4,1,4,4,1,3,1,3,3,2,2,2,4,2,4,2,1,3,3,2,2,,3,6,3,3,101,,21,25,7,7,1,1,1,2,4,5,1.50,1.09,1.62
2005-1159,Morocco,5,,,,,2,,,54,1,2,2,2,2,,,,1,2,1,2,2,2.00,1.00,2,2,,,,,,,,,,,,,,,6,,,,,,4,,,,,,5,,,,,,4,,,1,4,4,3,4,3,4,4,7,8,4,1,3,6,6,4,4,6,6,6,6,4,3,3,3,4,2,2,4,3,5,3,3,5,,10,,17,7,1,3,2,3,6,3,1.38,1.09,1.50
2005-1160,Morocco,5,,,,,2,,,26,1,2,1,2,1,,,1,3,1,1,2,2,1.00,1.00,1,1,4,1,1,2,1,1,2,2,2,1,3,,,,4,,,,,,6,,,,,,4,,,,,,3,,,2,1,2,3,4,3,2,3,3,4,5,1,2,4,4,4,3,2,2,4,4,4,2,3,3,3,2,2,4,3,2,1,1,5,6,10,27,29,7,1,2,3,2,2,3,1.50,1.09,1.62
2005-1161,Morocco,5,,,,,2,,,38,1,2,1,2,2,,,,4,1,1,2,2,2.00,2.00,1,1,4,3,5,5,1,1,4,5,1,2,2,,,,6,,,,,,8,,,,,,7,,,,,,,,,3,2,2,2,2,3,3,3,8,4,4,1,2,1,5,5,1,1,1,6,5,5,3,3,2,3,2,1,2,2,5,1,2,5,6,6,,4,4,2,3,3,1,2,1,0.57,1.09,0.61
2005-1162,Morocco,5,,,,,2,,,19,1,1,1,2,2,,,,3,1,1,5,2,1.00,1.00,1,1,4,9,2,5,5,2,5,5,5,2,1,,,,4,,,,,,8,,,,,,3,,,,,,5,,,1,2,3,1,2,2,2,3,3,4,4,1,2,3,5,5,1,1,1,5,5,5,2,1,2,3,2,1,2,2,3,3,3,101,,101,,101,101,1,1,3,1,2,3,1.50,1.09,1.62
2005-1163,Morocco,5,,,,,2,,,22,1,2,1,2,2,,,,2,1,1,2,2,1.00,1.00,2,2,,,,,,,,,,,,,,,10,,,,,,,,,,,,7,,,,,,,,,1,2,1,2,2,3,3,3,8,6,5,2,2,5,5,5,2,1,2,5,2,5,2,1,2,2,2,2,4,2,5,1,1,5,8,10,3,17,7,2,1,1,2,3,1,1.50,1.09,1.62
2005-1164,Morocco,5,,,,,2,,,26,1,1,1,2,2,,,,3,1,1,2,2,1.00,1.00,1,1,1,4,1,3,4,1,3,4,5,4,5,,,,4,,,,,,7,,,,,,3,,,,,,1,,,2,2,1,1,2,1,2,3,4,4,4,1,2,5,5,4,1,2,1,5,1,5,2,1,2,2,2,1,4,2,5,1,1,9,6,10,2,27,17,1,1,1,5,3,3,1.50,1.09,1.62
2005-1165,Morocco,5,,,,,2,,,42,1,1,1,2,1,,,2,4,1,1,4,1,2.00,2.00,1,1,4,7,5,5,5,1,5,5,1,5,5,,,,10,,,,,,,,,,,,7,,,,,,,,,2,2,2,1,2,5,3,3,8,4,4,1,2,5,5,5,1,1,1,5,1,5,2,1,2,2,2,3,4,3,2,1,1,5,6,3,10,1,9,2,1,5,1,2,5,0.57,1.09,0.61
2005-1166,Morocco,5,,,,,2,,,22,1,1,1,1,2,,,,3,1,1,4,1,1.00,1.00,1,1,8,1,4,5,5,4,5,5,4,2,4,,,,10,,,,,,,,,,,,5,,,,,,1,,,4,3,3,4,3,2,4,2,6,1,5,1,2,2,5,5,4,2,2,4,5,6,2,1,1,3,2,2,1,4,3,3,3,9,,12,3,7,6,1,1,1,5,2,6,1.50,1.09,1.62
2005-1167,Morocco,5,,,,,2,,,38,1,1,1,2,2,,,,4,1,1,4,1,2.00,2.00,1,1,10,4,5,5,5,4,5,5,5,4,5,,,,4,,,,,,7,,,,,,3,,,,,,6,,,2,2,1,1,2,3,3,3,8,4,6,1,2,1,3,3,1,1,1,2,3,4,2,2,1,2,2,2,4,1,6,1,3,5,6,101,,7,7,1,1,1,3,6,5,0.57,1.09,0.61
