ID#,q0,q1000,q117,q118,q119,q120,q121,q122,q123,q124,q125,q51,q52,q53,q54,q55,q56,q57,q58,q59,q60,q61,q62,q63,q64,q65,q66,q67,q68,q69,q70,q71,q72,q73,q74,q75,q76,q77,q78,q79,q80,q81,q82,q83,q84,q85,q86,q87,q88,q89,q90,q91,q92,q93,q94,q95,q96,q97,q98,q99,q100,q101,q102,q103,q104,st105_1,st105_2,q106,q107,q108,q109,q110,q111,q112,q113,q114,q115,q116,wt,wt2,wt3
2004-0848,Saudi Arabia,1,30,1,1,1,4,1,1,3,2,1,1,2,4,7,4,3,7,3,4,3,1,4,3,1,1,2,2,3,2,5,3,3,3,3,3,2,2,4,2,3,3,1,2,3,5,5,5,1,1,1,5,4,5,2,1,2,1,2,2,1,2,1,3,1,15,2,1,1,2,3,4,2,3,2,1,2,1.00,0.64,0.64
2004-0849,Saudi Arabia,1,30,1,1,1,4,1,1,4,2,1,1,2,7,4,7,3,4,3,3,4,1,3,4,1,2,3,2,6,2,6,1,3,1,3,3,2,2,4,2,3,2,1,2,3,5,5,5,1,1,1,5,4,4,2,1,2,1,2,2,1,3,9,3,1,4,10,2,3,3,2,4,2,2,2,1,2,1.00,0.64,0.64
2004-0850,Saudi Arabia,1,30,1,2,99,3,2,1,3,2,2,2,2,10,4,4,1,7,4,4,4,3,4,4,3,4,4,6,99,5,99,1,2,1,2,2,2,3,4,2,3,3,1,3,99,5,4,4,1,1,1,4,1,4,2,1,2,2,2,7,4,3,1,1,1,4,10,2,3,3,1,4,3,3,2,2,2,1.00,0.64,0.64
2004-0851,Saudi Arabia,1,30,1,1,1,4,2,1,3,2,1,1,2,1,7,7,2,1,1,4,4,3,4,4,1,1,3,5,99,99,99,2,3,3,3,3,2,3,3,2,3,5,1,3,99,5,5,5,1,1,1,5,1,5,2,1,2,2,2,7,4,4,9,3,1,6,8,2,3,3,1,4,3,2,3,2,2,1.00,0.64,0.64
2004-0852,Saudi Arabia,1,30,1,2,99,4,1,1,4,2,1,1,2,4,8,4,1,8,3,4,4,3,4,4,3,3,4,3,2,2,5,2,2,1,2,1,3,2,2,2,2,3,3,3,99,4,4,4,1,1,1,4,1,4,2,1,2,2,2,1,3,2,12,3,1,5,3,2,1,1,2,3,2,3,2,2,2,1.00,0.64,0.64
2004-0853,Saudi Arabia,1,30,1,1,1,4,1,1,4,1,1,1,2,4,8,4,3,8,3,4,3,1,3,3,1,1,4,3,2,5,99,1,2,1,4,4,2,2,4,2,2,3,1,2,4,5,5,5,1,1,1,5,5,5,2,1,2,1,2,3,1,2,1,1,1,4,10,3,3,3,2,4,3,2,2,2,2,1.00,0.64,0.64
2004-0854,Saudi Arabia,1,30,1,1,1,4,1,1,5,2,1,1,2,4,8,2,2,4,4,4,4,3,4,4,3,3,4,2,5,2,3,2,2,1,3,3,1,3,3,1,2,5,1,3,99,5,5,4,4,4,3,2,5,1,2,1,3,2,2,3,1,3,12,3,1,4,4,1,3,3,1,2,3,2,1,1,2,1.00,0.64,0.64
2004-0855,Saudi Arabia,1,30,1,1,1,4,1,1,5,2,1,1,1,4,8,4,2,8,2,4,4,1,4,4,3,1,4,2,3,5,99,1,2,2,2,2,1,3,4,2,3,3,1,3,99,5,5,5,4,4,4,5,5,5,2,1,3,3,3,1,1,3,9,1,4,5,8,2,3,1,3,4,3,1,2,1,2,1.00,0.64,0.64
2004-0856,Saudi Arabia,1,30,1,1,1,4,1,1,2,1,1,1,2,8,7,7,3,4,2,4,3,1,3,4,1,1,3,3,2,5,99,2,3,1,3,1,2,2,4,2,3,2,1,2,4,5,5,5,1,1,1,5,5,5,2,1,2,1,2,3,1,2,13,3,18,99,10,3,3,3,2,4,3,2,2,1,2,1.00,0.64,0.64
2004-0857,Saudi Arabia,1,30,1,2,99,3,2,1,2,1,1,1,2,4,8,4,1,8,4,4,4,3,4,4,4,3,4,5,99,99,99,1,2,1,3,3,1,3,3,2,2,2,3,3,99,4,4,4,3,4,5,4,4,5,2,1,2,2,2,2,3,2,1,3,18,99,6,2,1,3,1,2,3,2,2,2,2,1.00,0.64,0.64
2004-0858,Saudi Arabia,1,30,2,2,99,4,2,1,2,1,1,1,2,4,7,4,3,7,2,4,4,1,4,4,1,1,4,3,2,5,99,2,2,3,3,3,2,2,4,2,2,3,1,2,4,5,5,5,1,1,1,5,5,5,2,1,2,2,2,3,1,2,13,1,19,99,10,3,3,3,2,4,3,2,2,2,3,1.00,0.64,0.64
2004-0859,Saudi Arabia,1,30,1,2,99,3,2,1,2,1,2,2,2,10,11,10,1,11,4,4,4,4,4,4,4,4,4,5,99,99,99,2,1,4,3,3,2,2,4,2,2,3,6,3,99,5,4,4,2,2,4,4,5,5,2,1,3,3,3,4,3,3,9,3,22,99,10,3,3,3,1,4,4,4,4,4,2,1.00,0.64,0.64
2004-0860,Saudi Arabia,1,30,1,2,99,3,2,1,2,1,1,1,2,4,8,4,2,8,4,4,4,1,4,4,4,3,4,2,3,2,3,2,2,1,3,3,4,3,4,2,2,3,3,3,99,4,3,3,4,4,5,3,4,4,2,1,3,3,2,4,2,2,1,3,1,15,5,2,1,1,3,3,3,2,2,2,2,1.00,0.64,0.64
2004-0861,Saudi Arabia,2,29,1,1,1,3,3,1,2,2,1,1,2,7,4,8,3,7,4,4,4,1,4,4,1,1,4,2,3,2,3,2,2,2,2,1,2,2,3,2,3,1,3,2,3,3,5,5,3,3,3,5,5,5,2,1,2,2,2,3,2,3,1,1,1,15,3,1,1,3,1,4,5,1,1,1,3,1.00,0.64,0.64
2004-0862,Saudi Arabia,2,29,1,2,99,4,2,1,4,1,1,1,6,99,99,11,6,99,5,5,5,5,5,5,5,5,5,5,99,99,99,2,1,1,3,3,3,3,4,2,2,1,6,2,2,5,4,4,2,2,2,3,5,5,2,1,3,2,3,4,3,3,7,3,5,6,5,2,1,1,3,3,4,3,3,3,2,1.00,0.64,0.64
2004-0863,Saudi Arabia,2,29,2,2,99,1,2,1,3,2,1,1,3,25,2,22,1,24,4,1,4,3,1,4,4,4,4,1,2,2,5,5,2,2,1,1,1,2,2,2,3,2,1,2,2,3,3,2,2,2,2,3,3,3,2,1,2,2,2,2,2,2,13,3,3,6,3,2,3,3,6,3,3,2,2,2,2,1.00,0.64,0.64
2004-0864,Saudi Arabia,2,29,1,1,1,4,1,1,4,2,1,1,5,4,8,4,1,8,4,4,5,1,4,4,2,1,5,2,6,2,4,1,2,1,2,1,1,3,4,1,2,3,1,2,2,3,3,2,4,4,5,4,3,4,2,1,2,2,2,2,3,3,1,1,4,5,1,3,3,3,1,2,3,2,1,2,2,1.00,0.64,0.64
2004-0865,Saudi Arabia,2,29,1,1,1,3,3,1,5,2,1,1,2,4,7,7,4,4,4,4,4,1,4,4,1,4,4,2,3,2,3,2,2,2,2,1,2,2,3,2,2,1,3,2,2,2,5,5,3,3,3,5,5,5,2,1,2,2,2,4,2,3,2,1,1,4,10,2,1,1,2,2,2,2,2,2,2,1.00,0.64,0.64
2004-0866,Saudi Arabia,1,29,1,1,1,4,1,1,2,2,1,1,2,1,4,4,2,7,1,3,3,1,4,4,1,2,4,5,99,99,99,2,1,1,1,1,2,2,4,2,2,1,6,2,4,5,5,5,2,3,3,5,4,5,2,1,2,2,2,3,1,3,1,6,5,21,8,3,1,1,3,3,3,2,2,3,2,1.00,0.64,0.64
2004-0867,Saudi Arabia,1,29,1,1,1,4,1,1,5,1,1,1,2,8,4,4,2,8,4,4,4,3,4,4,4,3,4,5,99,99,99,2,2,1,2,1,1,3,4,2,2,2,3,3,99,4,4,4,3,5,4,3,4,4,2,1,3,3,2,4,2,2,1,1,3,15,5,2,3,1,3,2,3,2,2,2,2,1.00,0.64,0.64
2004-0868,Saudi Arabia,1,29,1,1,1,4,1,1,5,1,1,1,2,1,7,7,3,1,1,4,4,2,4,4,1,2,4,5,99,99,99,1,2,1,3,3,2,2,4,2,2,1,6,2,3,6,4,5,2,2,2,4,5,5,2,1,2,2,2,2,3,3,7,2,5,6,8,4,1,3,1,4,3,3,2,3,2,1.00,0.64,0.64
2004-0869,Saudi Arabia,1,29,1,1,1,4,3,1,4,2,1,1,2,7,8,7,1,8,3,3,4,1,3,3,1,1,2,2,6,2,6,3,1,1,1,1,2,2,4,2,2,3,1,2,3,5,5,5,1,1,1,5,5,4,2,1,2,1,2,3,1,2,1,3,1,4,10,2,2,2,3,3,3,2,2,1,2,1.00,0.64,0.64
2004-0870,Saudi Arabia,1,29,1,2,99,4,1,1,3,2,1,1,2,7,4,4,1,7,3,4,4,2,4,4,2,2,4,2,1,2,5,1,2,1,2,1,1,2,2,2,2,3,1,2,2,4,5,1,4,4,4,3,5,5,2,1,2,2,2,3,2,2,2,2,6,15,6,3,3,2,3,3,3,1,1,3,2,1.00,0.64,0.64
2004-0871,Saudi Arabia,1,29,1,1,1,4,1,1,3,2,1,1,2,7,4,7,1,4,3,4,3,1,3,3,1,1,2,3,2,3,2,2,1,1,1,1,2,2,4,2,2,3,1,2,3,5,5,5,1,1,1,4,4,5,2,1,2,1,2,2,1,2,9,3,1,4,10,2,2,2,3,4,2,2,2,2,2,1.00,0.64,0.64
2004-0872,Saudi Arabia,1,29,1,1,1,4,1,1,4,1,1,1,2,1,7,1,3,7,1,4,3,1,3,3,1,1,3,2,3,2,3,3,3,1,3,3,2,2,4,2,3,2,1,3,99,5,4,4,2,1,2,5,4,5,2,1,2,1,2,3,1,2,9,3,1,4,10,2,1,1,2,4,2,3,3,2,2,1.00,0.64,0.64
2004-0873,Saudi Arabia,1,29,1,1,1,4,1,1,4,1,1,1,2,8,4,8,2,4,3,4,3,1,3,4,1,1,4,3,2,2,6,2,1,1,3,3,2,2,4,2,3,2,1,2,3,5,4,4,1,1,1,4,4,4,2,1,2,1,2,1,1,2,7,3,1,6,10,2,2,2,3,4,3,2,2,1,2,1.00,0.64,0.64
2004-0874,Saudi Arabia,1,29,1,2,99,4,1,1,3,1,1,1,2,8,4,8,1,4,3,4,3,1,3,3,1,1,4,2,3,2,6,1,2,1,3,3,2,2,4,2,2,3,1,2,4,5,5,5,1,2,1,5,5,5,2,1,2,1,2,3,1,2,1,3,1,5,10,2,2,2,3,4,3,2,2,2,2,1.00,0.64,0.64
2004-0875,Saudi Arabia,1,29,1,2,99,4,2,1,5,2,1,1,2,4,8,11,3,99,4,4,4,2,4,4,4,2,4,2,1,2,5,2,2,1,2,3,3,3,3,2,3,1,1,2,2,3,4,4,4,5,5,4,2,1,2,1,2,2,2,5,1,2,2,2,3,15,3,2,3,1,2,2,3,2,2,1,2,1.00,0.64,0.64
2004-0876,Saudi Arabia,1,29,1,1,1,4,1,1,2,1,1,1,2,1,7,7,1,4,1,3,4,1,3,3,1,1,3,2,1,2,1,3,1,1,1,1,2,3,4,2,4,2,3,2,3,4,4,4,2,2,2,4,4,4,2,1,2,1,2,3,3,3,1,2,1,15,4,1,1,1,2,3,3,2,2,1,2,1.00,0.64,0.64
2004-0877,Saudi Arabia,1,29,1,1,1,3,3,1,2,1,1,1,1,7,1,7,1,8,3,4,4,3,4,4,3,3,4,5,99,99,99,3,2,1,2,2,2,2,4,2,3,2,1,3,99,5,5,5,3,3,2,5,5,5,2,1,3,3,3,2,1,2,2,1,1,6,10,2,1,1,3,3,3,3,2,2,2,1.00,0.64,0.64
2004-0878,Saudi Arabia,2,28,1,1,1,3,1,1,2,1,1,1,2,4,8,4,3,8,2,3,3,1,4,4,1,1,2,3,2,3,2,3,1,1,1,1,2,2,4,2,3,3,3,2,3,5,4,4,2,2,2,4,4,4,2,1,2,1,2,2,1,2,1,3,1,4,10,2,1,2,3,3,3,2,2,1,2,1.00,0.64,0.64
2004-0879,Saudi Arabia,2,28,1,2,99,3,1,1,2,1,1,1,2,4,7,7,3,4,3,4,3,1,4,4,1,2,3,3,5,3,5,2,2,3,3,3,2,2,4,2,2,3,1,2,4,5,5,5,1,1,1,5,5,5,2,1,2,1,2,3,1,2,9,1,1,4,10,3,3,3,2,4,4,4,4,4,2,1.00,0.64,0.64
2004-0880,Saudi Arabia,2,28,1,2,99,3,1,1,2,1,1,1,2,4,8,4,3,8,2,3,4,1,4,4,2,1,4,3,2,3,6,2,3,1,3,3,2,2,4,2,2,3,1,2,3,5,5,5,1,1,1,5,5,4,2,1,2,1,2,3,1,2,9,3,1,4,10,2,3,3,2,4,3,2,2,2,2,1.00,0.64,0.64
2004-0881,Saudi Arabia,2,28,1,2,99,3,2,1,2,1,1,1,2,4,8,4,3,8,4,4,4,1,4,4,4,1,4,3,5,5,99,1,2,2,2,1,2,2,3,2,3,2,1,2,3,4,5,5,2,2,2,5,5,5,2,1,2,1,2,3,1,2,13,1,1,4,10,3,1,3,1,3,3,1,1,1,2,1.00,0.64,0.64
2004-0882,Saudi Arabia,2,28,1,2,99,3,2,1,2,2,1,1,2,7,4,7,3,4,3,4,4,1,4,4,1,2,4,5,99,99,99,2,2,2,2,3,3,2,4,2,3,2,1,3,99,5,3,4,3,4,3,4,4,4,3,1,3,3,3,1,1,3,2,3,3,5,8,3,1,1,3,3,3,2,2,2,2,1.00,0.64,0.64
2004-0883,Saudi Arabia,2,28,2,2,99,3,1,1,3,2,1,1,2,7,8,7,1,8,3,3,4,2,3,3,1,1,3,2,6,2,6,2,1,3,4,1,2,2,4,2,3,3,1,2,3,5,4,5,1,2,1,4,4,4,2,1,2,1,2,3,1,2,1,3,1,4,10,2,3,3,2,4,3,2,2,1,2,1.00,0.64,0.64
2004-0884,Saudi Arabia,2,28,1,2,99,3,1,1,2,2,1,1,5,8,7,7,2,4,4,4,4,3,5,5,2,2,5,5,99,99,99,2,3,3,2,1,1,2,3,1,3,3,1,3,99,3,3,2,3,3,3,3,2,2,2,1,2,2,2,2,3,2,3,1,1,99,3,1,1,1,3,4,3,2,1,1,2,1.00,0.64,0.64
2004-0885,Saudi Arabia,2,28,1,1,1,4,1,1,3,1,1,1,7,4,7,4,1,7,2,4,3,1,3,3,1,1,4,3,2,5,99,2,2,3,3,3,2,2,4,2,2,3,1,2,4,5,5,5,1,1,1,5,5,5,2,1,2,1,2,3,1,2,1,3,1,6,10,3,3,3,2,4,3,3,3,2,2,1.00,0.64,0.64
2004-0886,Saudi Arabia,2,28,1,1,1,4,1,1,4,2,1,1,2,7,4,7,1,4,4,4,4,1,4,4,1,1,4,2,5,2,5,2,1,1,1,1,2,2,4,2,3,3,1,2,3,5,5,5,1,1,1,5,5,5,2,1,2,1,2,3,1,2,9,3,1,4,10,1,1,2,3,4,2,2,2,1,3,1.00,0.64,0.64
2004-0887,Saudi Arabia,2,28,1,1,1,4,1,1,4,2,1,1,2,7,4,7,1,4,4,4,4,1,4,4,1,1,4,2,5,2,5,2,1,2,2,1,2,2,4,2,2,3,1,2,3,5,5,5,1,1,1,5,5,5,2,1,2,2,2,3,1,2,9,1,1,4,10,2,1,3,2,4,2,2,2,1,2,1.00,0.64,0.64
2004-0888,Saudi Arabia,2,28,1,2,99,3,2,1,3,2,1,1,2,4,7,4,2,7,4,4,4,1,4,4,1,1,4,3,2,2,6,2,2,1,2,1,2,2,4,2,2,2,1,2,2,6,5,5,2,2,1,5,5,5,2,1,2,2,2,3,1,2,1,3,1,3,10,1,1,3,2,3,2,3,3,1,2,1.00,0.64,0.64
2004-0889,Saudi Arabia,2,28,1,2,99,3,2,1,5,1,1,1,2,4,11,8,2,4,4,4,4,3,4,4,4,3,4,6,99,2,6,2,2,1,3,3,2,2,2,2,2,3,3,3,99,4,5,5,5,4,4,4,5,4,2,1,3,3,2,4,1,2,12,3,18,99,5,3,1,1,3,3,3,2,2,2,2,1.00,0.64,0.64
2004-0890,Saudi Arabia,2,28,1,1,1,4,1,1,5,2,1,1,2,12,4,12,2,11,4,4,4,3,4,4,4,4,4,5,99,99,99,2,2,1,3,3,2,2,4,3,1,3,1,3,99,5,4,5,3,2,3,4,3,5,2,3,2,3,3,4,1,2,9,3,21,99,10,3,1,1,3,3,3,2,2,4,2,1.00,0.64,0.64
2004-0891,Saudi Arabia,2,28,1,2,99,4,3,1,5,2,1,1,2,7,4,7,2,8,4,4,4,1,4,4,4,1,4,2,5,2,5,2,2,2,2,1,1,2,3,2,3,2,1,2,3,3,5,5,4,5,1,5,5,5,2,1,2,2,2,3,2,2,13,3,1,4,10,1,2,3,1,3,3,1,1,1,2,1.00,0.64,0.64
2004-0892,Saudi Arabia,1,28,1,2,99,4,2,1,2,2,1,1,2,7,4,7,3,8,2,4,3,1,3,3,1,1,3,2,3,2,6,2,1,1,1,1,2,3,3,2,2,3,1,2,3,5,5,5,1,1,1,5,5,4,2,1,2,2,2,3,1,2,1,1,1,15,4,1,2,2,1,3,3,2,1,1,2,1.00,0.64,0.64
2004-0893,Saudi Arabia,1,28,1,2,99,3,2,1,2,2,1,1,2,8,7,7,3,4,3,4,3,1,3,3,1,1,4,2,3,2,6,3,3,1,3,3,2,2,4,2,3,2,1,3,99,4,5,5,1,1,1,4,4,4,2,1,2,2,2,2,1,2,1,3,1,4,10,1,3,3,2,4,3,2,2,1,2,1.00,0.64,0.64
2004-0894,Saudi Arabia,1,28,1,1,1,3,2,1,5,1,1,1,2,4,30,4,2,24,5,5,5,3,5,5,5,5,5,2,3,5,99,1,2,1,1,1,1,3,4,2,2,3,1,2,2,4,4,4,3,4,4,5,4,4,2,1,2,2,2,3,2,2,1,1,4,5,3,2,1,1,3,3,3,2,2,2,2,1.00,0.64,0.64
2004-0895,Saudi Arabia,1,28,1,1,1,4,1,1,5,2,1,1,2,4,8,4,1,8,3,4,4,1,3,4,1,1,3,2,6,2,6,2,3,1,3,3,2,2,3,3,3,3,3,2,3,5,4,5,2,2,2,4,4,4,2,1,2,1,2,2,1,3,1,3,1,3,2,1,1,1,2,3,3,2,2,1,3,1.00,0.64,0.64
2004-0896,Saudi Arabia,1,28,1,1,1,4,1,1,4,2,1,1,2,4,7,4,3,7,3,3,2,1,3,4,1,1,2,2,5,2,5,3,1,1,1,1,2,2,4,2,2,3,1,2,3,5,4,5,1,2,1,4,4,5,2,1,2,1,2,3,1,2,1,1,1,4,2,2,2,2,3,4,2,3,2,2,2,1.00,0.64,0.64
2004-0897,Saudi Arabia,1,28,1,1,1,4,1,1,3,2,1,1,2,7,8,7,2,4,3,4,3,1,4,3,1,1,4,2,1,2,1,2,1,1,1,1,2,2,4,2,3,2,1,2,3,5,5,5,1,1,1,5,5,5,2,1,2,1,2,2,1,3,9,3,1,15,10,2,3,3,2,4,2,3,2,1,2,1.00,0.64,0.64
2004-0898,Saudi Arabia,1,28,1,2,99,4,2,1,3,2,1,1,4,7,30,4,2,7,4,4,4,4,4,4,4,4,4,2,1,2,4,2,2,1,1,1,1,3,2,3,3,5,4,3,99,4,4,4,1,1,1,4,1,4,2,1,2,2,2,1,1,2,3,3,6,15,3,2,4,2,3,3,3,2,2,3,2,1.00,0.64,0.64
2004-0899,Saudi Arabia,1,28,1,1,1,4,1,1,3,2,1,1,2,8,7,8,1,7,3,4,3,2,4,4,1,1,4,2,5,2,6,2,2,1,2,1,1,1,4,2,2,3,3,2,2,1,5,3,2,2,5,3,1,5,2,1,2,2,2,3,1,2,7,1,3,17,6,2,3,3,2,4,2,4,4,4,2,1.00,0.64,0.64
2004-0900,Saudi Arabia,1,28,1,1,1,4,3,1,4,2,1,1,2,7,4,7,1,4,4,4,4,1,3,4,1,2,3,2,5,2,5,3,3,1,3,1,2,2,4,2,2,2,1,2,3,5,5,5,2,1,1,4,4,5,2,1,2,1,2,2,1,2,1,3,1,4,10,2,3,3,2,4,2,2,2,1,2,1.00,0.64,0.64
2004-0901,Saudi Arabia,1,28,1,1,1,4,1,1,4,1,1,1,2,4,8,4,1,8,3,4,3,1,3,3,1,1,2,2,6,2,6,3,1,1,1,1,2,3,3,2,3,1,3,2,3,4,3,4,2,1,2,4,5,4,2,1,2,1,2,2,3,3,7,2,6,15,4,1,1,1,2,3,3,2,1,1,2,1.00,0.64,0.64
2004-0902,Saudi Arabia,1,28,1,1,1,4,1,1,4,1,1,1,2,8,7,8,1,7,3,4,3,1,4,4,1,1,4,3,2,5,99,2,2,1,3,3,2,2,4,2,2,3,1,2,4,5,5,5,1,1,1,5,5,5,2,1,2,1,2,3,1,2,9,1,1,4,10,3,3,3,2,4,3,2,2,2,2,1.00,0.64,0.64
2004-0903,Saudi Arabia,1,28,1,2,99,3,2,1,5,2,1,1,2,1,7,7,3,1,1,4,4,3,4,4,1,3,4,5,99,99,99,2,2,3,3,3,3,3,4,2,3,3,1,3,99,5,5,5,4,4,4,5,5,5,2,1,3,2,2,1,3,3,1,1,1,6,3,2,3,1,3,4,3,1,2,1,2,1.00,0.64,0.64
2004-0904,Saudi Arabia,1,28,1,1,1,4,1,1,2,1,1,1,2,7,4,7,1,8,2,4,3,1,3,3,1,1,4,2,3,5,99,2,2,3,3,3,2,2,4,2,2,3,1,3,99,5,5,5,1,1,1,5,5,5,2,1,2,1,2,3,1,2,13,1,19,99,10,2,3,3,2,4,3,2,2,1,2,1.00,0.64,0.64
2004-0905,Saudi Arabia,1,28,1,2,99,4,3,1,2,1,1,1,2,4,8,7,3,4,3,4,3,1,3,3,1,1,4,3,2,6,99,3,2,1,3,3,2,2,4,2,2,3,1,3,99,5,5,5,1,1,1,5,5,5,2,1,2,1,2,2,1,2,13,1,18,99,10,3,3,3,2,4,3,2,2,1,2,1.00,0.64,0.64
2004-0906,Saudi Arabia,1,28,1,1,1,4,1,1,2,1,1,1,2,7,8,7,2,4,3,4,4,1,3,4,1,1,4,3,2,6,99,2,3,3,3,3,2,2,4,2,3,2,1,2,4,5,5,5,1,1,1,5,5,5,2,1,2,2,2,3,1,2,9,3,1,4,10,2,3,3,2,4,3,3,3,1,2,1.00,0.64,0.64
2004-0907,Saudi Arabia,1,28,1,1,1,4,1,1,2,1,1,1,2,1,7,7,1,8,1,4,3,1,3,3,1,1,4,2,3,6,99,2,1,1,1,1,2,2,3,2,3,2,3,3,99,4,4,4,2,1,2,4,4,4,2,1,2,1,2,2,3,3,1,3,1,2,10,2,1,1,2,3,3,2,1,1,2,1.00,0.64,0.64
2004-0908,Saudi Arabia,1,28,1,1,1,4,1,1,2,1,1,1,2,7,4,7,2,8,3,4,4,1,4,3,1,1,4,2,3,6,99,2,1,1,1,1,2,2,4,2,3,2,1,2,4,5,5,5,1,1,1,5,5,5,2,1,2,2,2,4,1,3,3,6,19,99,10,2,3,3,2,4,3,2,2,2,2,1.00,0.64,0.64
2004-0909,Saudi Arabia,1,28,1,1,1,4,1,1,2,1,1,1,2,1,8,1,3,8,1,2,3,2,3,4,2,1,2,2,1,2,1,3,1,1,1,1,1,3,3,2,4,1,3,2,2,3,4,4,2,2,2,4,4,4,2,1,2,2,3,1,3,3,7,3,1,15,4,1,1,1,2,3,3,2,1,1,2,1.00,0.64,0.64
2004-0910,Saudi Arabia,2,27,1,2,99,3,2,1,2,1,1,1,2,4,7,8,4,7,4,4,4,3,4,4,3,3,4,5,99,99,99,2,2,1,2,1,1,3,3,2,2,3,4,3,99,3,3,3,4,4,3,5,3,5,2,1,3,2,2,8,3,2,1,1,1,15,10,3,1,1,3,3,3,1,2,2,2,1.00,0.64,0.64
2004-0911,Saudi Arabia,2,27,1,1,1,1,2,1,2,1,1,1,2,4,8,4,3,8,4,4,4,1,4,4,4,1,4,2,3,2,3,1,2,2,2,1,2,2,3,2,3,2,1,2,3,4,5,5,3,4,4,5,4,5,2,1,2,2,2,1,1,3,1,1,1,4,10,3,1,3,6,3,3,1,1,1,2,1.00,0.64,0.64
2004-0912,Saudi Arabia,2,27,2,2,99,3,2,1,2,1,1,1,2,4,7,4,3,7,2,3,4,1,3,3,1,2,3,2,6,2,6,2,1,1,1,1,2,2,4,2,3,3,3,2,3,5,4,4,2,2,2,4,5,4,2,1,2,1,2,2,1,3,1,2,1,6,2,1,1,1,2,3,3,2,2,1,3,1.00,0.64,0.64
2004-0913,Saudi Arabia,2,27,1,2,99,4,3,1,4,1,1,1,2,8,11,8,3,11,4,4,4,4,4,4,4,3,4,2,3,2,4,2,2,1,3,3,3,4,3,3,2,2,3,3,99,4,4,4,3,4,5,4,3,4,2,1,3,2,3,4,3,2,1,3,1,4,10,3,3,3,1,2,2,1,2,2,2,1.00,0.64,0.64
2004-0914,Saudi Arabia,2,27,1,1,1,4,3,1,4,2,1,1,1,25,4,22,1,4,4,4,4,2,4,4,4,4,4,2,1,1,2,2,3,2,2,2,1,1,2,1,2,2,2,2,1,3,3,2,3,1,2,2,2,4,2,2,1,2,1,1,1,3,1,3,3,6,9,1,1,5,1,2,2,1,1,1,1,1.00,0.64,0.64
2004-0915,Saudi Arabia,2,27,1,1,1,4,3,1,4,1,1,1,2,7,4,7,1,4,4,4,4,1,4,4,1,1,4,2,5,2,5,3,1,1,1,1,2,2,4,2,3,3,1,3,99,6,6,6,6,6,6,6,6,6,4,4,4,4,4,8,4,4,1,3,1,3,11,1,1,3,2,3,2,2,2,1,3,1.00,0.64,0.64
2004-0916,Saudi Arabia,2,27,1,2,99,4,3,1,3,2,1,1,4,7,11,1,1,4,4,4,4,4,4,4,4,4,4,2,1,2,5,1,2,1,2,2,3,2,3,2,3,1,6,2,2,6,5,4,4,4,5,4,3,4,2,1,2,2,2,2,1,2,2,2,6,5,6,2,3,3,2,2,3,2,2,1,2,1.00,0.64,0.64
2004-0917,Saudi Arabia,2,27,1,2,99,3,2,1,5,1,1,1,2,4,7,4,2,7,4,4,4,3,4,4,3,4,4,2,5,2,5,2,2,1,3,3,1,3,3,2,2,2,3,2,2,4,3,3,4,3,3,4,5,4,2,1,3,3,2,2,1,2,1,3,18,99,6,2,1,1,3,3,3,2,2,2,2,1.00,0.64,0.64
2004-0918,Saudi Arabia,2,27,1,2,99,3,1,1,5,2,1,1,1,3,7,3,1,7,4,4,3,3,4,4,2,3,4,3,5,5,99,1,2,1,2,2,2,2,4,2,3,3,1,3,99,5,5,5,4,3,2,5,5,5,2,3,3,3,2,2,1,3,9,2,4,5,5,2,1,1,3,3,3,2,2,3,2,1.00,0.64,0.64
2004-0919,Saudi Arabia,2,27,1,1,1,3,2,1,5,2,3,1,2,25,4,7,2,11,3,4,4,1,3,4,1,4,4,2,5,2,5,1,2,2,2,1,2,2,3,1,3,2,3,2,2,3,5,5,5,5,2,5,5,5,2,1,1,2,2,3,3,3,2,1,1,15,4,1,1,1,3,1,3,1,1,1,2,1.00,0.64,0.64
2004-0920,Saudi Arabia,1,27,1,2,99,3,2,1,2,2,1,1,2,7,8,7,1,4,2,4,3,1,3,4,1,1,4,2,3,2,6,2,1,1,1,1,2,3,3,2,3,2,1,2,3,4,4,4,1,2,1,4,5,4,2,1,2,2,2,3,1,2,9,1,1,4,10,2,3,3,2,4,3,2,2,2,2,1.00,0.64,0.64
2004-0921,Saudi Arabia,1,27,1,2,99,4,2,1,2,2,1,1,2,4,7,4,1,7,3,4,3,1,4,4,1,1,4,3,2,5,99,3,2,3,3,3,2,2,4,2,2,3,1,2,4,5,5,5,1,1,1,5,5,5,2,1,2,2,2,3,1,2,9,6,1,4,10,2,3,3,2,4,3,2,2,2,2,1.00,0.64,0.64
2004-0922,Saudi Arabia,1,27,2,2,99,2,2,1,2,2,1,1,3,25,30,22,1,8,4,3,3,4,3,3,3,4,3,2,5,2,5,2,2,3,3,3,2,3,3,1,3,2,1,2,2,3,5,5,5,5,5,5,5,5,2,1,2,2,2,3,3,2,9,1,4,5,2,2,4,3,2,2,3,2,1,1,2,1.00,0.64,0.64
